"Domain","MX","TXT","SRV","Error"
"bakelandegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"bakelandegypt.com",,"WorldPosta-verification=qBb4Ru1ScPXqVeTtyd6cafrY1B9iCrGeleBELrCkSO2Auy7KNj",,
"bakelandegypt.com",,,"autodiscover.worldposta.com",
"fahmy-group.com","wp-secure-cloudmail02.worldposta.com",,,
"fahmy-group.com","wp-secure-cloudmail03.worldposta.com",,,
"fahmy-group.com","wp-secure-cloudmail04.worldposta.com",,,
"fahmy-group.com","wp-secure-cloudmail01.worldposta.com",,,
"fahmy-group.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"fahmy-group.com",,"WorldPosta-verification=9TaoEiWGupfLo8sOWdDEBJ2Mjhsqd9gelPXmTT4XW1BRjG50M9",,
"fahmy-group.com",,,"autodiscover.worldposta.com",
"zeelandiamisr.com","wp-secure-cloudmail04.worldposta.com",,,
"zeelandiamisr.com","wp-secure-cloudmail01.worldposta.com",,,
"zeelandiamisr.com","wp-secure-cloudmail02.worldposta.com",,,
"zeelandiamisr.com","wp-secure-cloudmail03.worldposta.com",,,
"zeelandiamisr.com",,"WorldPosta-verification=cDtmCHWXIzIazXWX9JWltzciXvWlMRUxWHtVVZTBNgw6IVdf5X",,
"zeelandiamisr.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"zeelandiamisr.com",,,"autodiscover.worldposta.com",
"betna.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"betna.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"betna.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"betna.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"betna.com.eg",,"v=spf1 mx include:_spf.worldposta.com -all",,
"betna.com.eg",,,"autodiscover.worldposta.com",
"smartfurniture.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"smartfurniture.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"smartfurniture.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"smartfurniture.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"smartfurniture.com.eg",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"smartfurniture.com.eg",,,"autodiscover.worldposta.com",
"neiscoegypt.com","wp-secure-cloudmail04.worldposta.com",,,
"neiscoegypt.com","wp-secure-cloudmail01.worldposta.com",,,
"neiscoegypt.com","wp-secure-cloudmail02.worldposta.com",,,
"neiscoegypt.com","wp-secure-cloudmail03.worldposta.com",,,
"neiscoegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"neiscoegypt.com",,,"autodiscover.worldposta.com",
"md-masterbatch.com","wp-secure-cloudmail04.worldposta.com",,,
"md-masterbatch.com","wp-secure-cloudmail03.worldposta.com",,,
"md-masterbatch.com","wp-secure-cloudmail01.worldposta.com",,,
"md-masterbatch.com","wp-secure-cloudmail02.worldposta.com",,,
"md-masterbatch.com",,"v=spf1 a mx include:websitewelcome.com ~all",,
"md-masterbatch.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"md-masterbatch.com",,,"autodiscover.worldposta.com",
"developers-egypt.com","wp-secure-cloudmail01.worldposta.com",,,
"developers-egypt.com","wp-secure-cloudmail02.worldposta.com",,,
"developers-egypt.com","wp-secure-cloudmail03.worldposta.com",,,
"developers-egypt.com","wp-secure-cloudmail04.worldposta.com",,,
"developers-egypt.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"developers-egypt.com",,"google-site-verification=t22L7_Hn7TP2_EpK2ZG1OuvCg3R8Uve2GMJLs4PFWKU",,
"developers-egypt.com",,,"autodiscover.worldposta.com",
"technoeg.com","wp-secure-cloudmail01.worldposta.com",,,
"technoeg.com","wp-secure-cloudmail02.worldposta.com",,,
"technoeg.com","wp-secure-cloudmail03.worldposta.com",,,
"technoeg.com","wp-secure-cloudmail04.worldposta.com",,,
"technoeg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"technoeg.com",,,"autodiscover.worldposta.com",
"Nadapaints.com",,,,"Nadapaints.com : DNS name does not exist"
"alnadapaints.com","wp-secure-cloudmail02.worldposta.com",,,
"alnadapaints.com","wp-secure-cloudmail04.worldposta.com",,,
"alnadapaints.com","wp-secure-cloudmail01.worldposta.com",,,
"alnadapaints.com","wp-secure-cloudmail03.worldposta.com",,,
"alnadapaints.com",,"WorldPosta-verification=hsgPeJUiUcv7XOWp2mEqg4bcmQ5Ckt5uui08IHIvFdcdP0ciWp",,
"alnadapaints.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"alnadapaints.com",,,"autodiscover.worldposta.com",
"happysweet.org",,,,"happysweet.org : DNS server failure"
"economicgroup-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"economicgroup-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"economicgroup-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"economicgroup-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"economicgroup-eg.com",,"v=spf1 ip4:66.96.128.0/18 ?all",,
"economicgroup-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"economicgroup-eg.com",,,"autodiscover.worldposta.com",
"flygroup-eg.com","",,,
"flygroup-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"flygroup-eg.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"flygroup-eg.com",,,"autodiscover.worldposta.com",
"happysweet.co","wp-secure-cloudmail03.worldposta.com",,,
"happysweet.co","wp-secure-cloudmail02.worldposta.com",,,
"happysweet.co","wp-secure-cloudmail04.worldposta.com",,,
"happysweet.co","wp-secure-cloudmail01.worldposta.com",,,
"happysweet.co",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"happysweet.co",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"happysweet.co",,"WorldPosta-verification=m5DduO26LyUfJfppQiotOocrpJ5D5IEI0j10NnU9ebsoWMnu30",,
"happysweet.co",,"google-site-verification=nnazvyn-zjTzT73ePKt6MLSnacWl4NuDQq6bnsDyJeQ",,
"happysweet.co",,,"autodiscover.worldposta.com",
"emessadenim.com","wp-secure-cloudmail01.worldposta.com",,,
"emessadenim.com","wp-secure-cloudmail02.worldposta.com",,,
"emessadenim.com","wp-secure-cloudmail03.worldposta.com",,,
"emessadenim.com","wp-secure-cloudmail04.worldposta.com",,,
"emessadenim.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"emessadenim.com",,,"autodiscover.worldposta.com",
"eye-ltd.com","wp-secure-cloudmail01.worldposta.com",,,
"eye-ltd.com","wp-secure-cloudmail02.worldposta.com",,,
"eye-ltd.com","wp-secure-cloudmail03.worldposta.com",,,
"eye-ltd.com","wp-secure-cloudmail04.worldposta.com",,,
"eye-ltd.com",,"google-site-verification=bGqghErCNDdBxjftaUOBDmxO8P80nzzOLIVHWwFpHNE",,
"eye-ltd.com",,"v=spf1 a mx  include: 54.83.26.42  include: 107.20.247.151 include:_spf.worldposta.com ~all",,
"eye-ltd.com",,"google-site-verification=jV0xuAq1-MCaCoPXHH7dAPdlYHNrZwpApwjxNsYkmNw",,
"eye-ltd.com",,,"autodiscover.worldposta.com",
"eye-ltd-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"eye-ltd-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"eye-ltd-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"eye-ltd-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"eye-ltd-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"eye-ltd-eg.com",,"google-site-verification=ghDUqqRAiqev-iFSBiZ9yNMEBZ_diYfbdQHieO7dd24",,
"eye-ltd-eg.com",,"v=spf1 a mx ptr include:secureserver.net -all",,
"eye-ltd-eg.com",,,"autodiscover.worldposta.com",
"qasatli.com","wp-secure-cloudmail01.worldposta.com",,,
"qasatli.com","wp-secure-cloudmail02.worldposta.com",,,
"qasatli.com","wp-secure-cloudmail03.worldposta.com",,,
"qasatli.com","wp-secure-cloudmail04.worldposta.com",,,
"qasatli.com",,"MS=ms19325208",,
"qasatli.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"qasatli.com",,,"autodiscover.worldposta.com",
"modern4concrete.com","wp-secure-cloudmail04.worldposta.com",,,
"modern4concrete.com","wp-secure-cloudmail01.worldposta.com",,,
"modern4concrete.com","wp-secure-cloudmail02.worldposta.com",,,
"modern4concrete.com","wp-secure-cloudmail03.worldposta.com",,,
"modern4concrete.com",,"v=spf1 ip4:213.158.180.196 ip4:213.158.187.41 +a +mx +ip4:213.158.187.48 +include:_spf.worldposta.com -all",,
"modern4concrete.com",,,,"_autodiscover._tcp.modern4concrete.com : DNS name does not exist"
"unicon-pumps.com","wp-secure-cloudmail01.worldposta.com",,,
"unicon-pumps.com","wp-secure-cloudmail04.worldposta.com",,,
"unicon-pumps.com","wp-secure-cloudmail03.worldposta.com",,,
"unicon-pumps.com","wp-secure-cloudmail02.worldposta.com",,,
"unicon-pumps.com",,"WorldPosta-verification=taJO6xRAz784n5Jgss2HSjpLqOz45t6tZsLESJ1VmMOIZ8qk2z",,
"unicon-pumps.com",,"v=spf1 +a +mx +ip4:148.251.236.58 +include:_spf.worldposta.com -all",,
"unicon-pumps.com",,,"autodiscover.worldposta.com",
"venus-electric.net","wp-secure-cloudmail03.worldposta.com",,,
"venus-electric.net","wp-secure-cloudmail04.worldposta.com",,,
"venus-electric.net","wp-secure-cloudmail01.worldposta.com",,,
"venus-electric.net","wp-secure-cloudmail02.worldposta.com",,,
"venus-electric.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"venus-electric.net",,,"autodiscover.worldposta.com",
"alamalegypt.com","wp-secure-cloudmail01.worldposta.com",,,
"alamalegypt.com","wp-secure-cloudmail02.worldposta.com",,,
"alamalegypt.com","wp-secure-cloudmail03.worldposta.com",,,
"alamalegypt.com","wp-secure-cloudmail04.worldposta.com",,,
"alamalegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"alamalegypt.com",,,"autodiscover.worldposta.com",
"powerlube.net","wp-secure-cloudmail02.worldposta.com",,,
"powerlube.net","wp-secure-cloudmail01.worldposta.com",,,
"powerlube.net","wp-secure-cloudmail04.worldposta.com",,,
"powerlube.net","wp-secure-cloudmail03.worldposta.com",,,
"powerlube.net",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"powerlube.net",,"google-site-verification=GZduL-q_HTWscUbenEihKbbevYL3Ea5NEk75OG966To",,
"powerlube.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"powerlube.net",,"facebook-domain-verification=yxhrj9zivzp0jbifjdyx5d4ghotu3k",,
"powerlube.net",,,"autodiscover.worldposta.com",
"SultanPharmacies.com","wp-secure-cloudmail01.worldposta.com",,,
"SultanPharmacies.com","wp-secure-cloudmail03.worldposta.com",,,
"SultanPharmacies.com","wp-secure-cloudmail04.worldposta.com",,,
"SultanPharmacies.com","wp-secure-cloudmail02.worldposta.com",,,
"SultanPharmacies.com",,"v=spf1 a mx include:_spf.worldposta.com ~all",,
"SultanPharmacies.com",,,"autodiscover.worldposta.com",
"aliandco.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"aliandco.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"aliandco.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"aliandco.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"aliandco.com.eg",,"v=spf1 mx include:_spf.worldposta.com -all",,
"aliandco.com.eg",,"solid-cp-verification=Ug4yG75HLkGm4hihAg2fTvCsAPODTOMMb7y7yaBSmn3G6S4a0Y",,
"aliandco.com.eg",,,"autodiscover.worldposta.com",
"alico.law","",,,
"alico.law",,"WorldPosta-verification=9JnnQ6rmQYQAAdGogjUbp0eSZY8xSUh4AVd4XJrysIvOaLqqrC",,
"alico.law",,,,"_autodiscover._tcp.alico.law : DNS name does not exist"
"valuemixers.com","server5.imholding.com",,,
"valuemixers.com",,"v=spf1 +a +mx +ip4:184.107.93.47 ~all",,
"valuemixers.com",,,"server5.imholding.com",
"qspacetraining.com","wp-secure-cloudmail02.worldposta.com",,,
"qspacetraining.com","wp-secure-cloudmail04.worldposta.com",,,
"qspacetraining.com","wp-secure-cloudmail01.worldposta.com",,,
"qspacetraining.com","wp-secure-cloudmail03.worldposta.com",,,
"qspacetraining.com",,"v=spf1 ip4:162.241.7.250 +a +mx +ip4:162.214.73.247 +ip4:162.241.240.132 +ip4:198.1.84.122 +include:_spf.worldposta.com -all",,
"qspacetraining.com",,,"autodiscover.worldposta.com",
"metcegy.com","wp-secure-cloudmail03.worldposta.com",,,
"metcegy.com","wp-secure-cloudmail02.worldposta.com",,,
"metcegy.com","wp-secure-cloudmail04.worldposta.com",,,
"metcegy.com","wp-secure-cloudmail01.worldposta.com",,,
"metcegy.com",,"SPF Value/TXT value: v=spf1 mx include:_spf.worldposta.com -all",,
"metcegy.com",,"v=spf1 ip4:162.241.7.250 +a +mx +ip4:162.214.73.247 +ip4:162.241.240.132 ~all",,
"metcegy.com",,,"autodiscover.worldposta.com",
"traininggulf.com","wp-secure-cloudmail02.worldposta.com",,,
"traininggulf.com","wp-secure-cloudmail04.worldposta.com",,,
"traininggulf.com","wp-secure-cloudmail03.worldposta.com",,,
"traininggulf.com","wp-secure-cloudmail01.worldposta.com",,,
"traininggulf.com",,"v=spf1 ip4:162.241.7.250 +a +mx +ip4:162.214.73.247 +ip4:162.241.240.132 +ip4:198.1.84.122 +include:_spf.worldposta.com -all",,
"traininggulf.com",,,"autodiscover.worldposta.com",
"itcegy.com","wp-secure-cloudmail02.worldposta.com",,,
"itcegy.com","wp-secure-cloudmail01.worldposta.com",,,
"itcegy.com","wp-secure-cloudmail04.worldposta.com",,,
"itcegy.com","wp-secure-cloudmail03.worldposta.com",,,
"itcegy.com",,"itcegy.com.  IN TXT ""v=spf1 mx a ptr ip4:54.208.144.240,54.175.249.82 a:mail.roayamail.com,mail1.roayamail.com ~all""",,
"itcegy.com",,"v=spf1 ip4:162.241.7.250 +a +mx +ip4:162.214.73.247 +ip4:162.241.240.132 +include:_spf.worldposta.com -all",,
"itcegy.com",,,"autodiscover.worldposta.com",
"skygulftraining.com","wp-secure-cloudmail03.worldposta.com",,,
"skygulftraining.com","wp-secure-cloudmail02.worldposta.com",,,
"skygulftraining.com","wp-secure-cloudmail01.worldposta.com",,,
"skygulftraining.com","wp-secure-cloudmail04.worldposta.com",,,
"skygulftraining.com",,"v=spf1 ip4:162.241.7.250 +a +mx +ip4:162.214.73.247 +ip4:162.241.240.132 +include:_spf.worldposta.com -all",,
"skygulftraining.com",,,"autodiscover.worldposta.com",
"prokuala.com","wp-secure-cloudmail03.worldposta.com",,,
"prokuala.com","wp-secure-cloudmail04.worldposta.com",,,
"prokuala.com","wp-secure-cloudmail01.worldposta.com",,,
"prokuala.com","wp-secure-cloudmail02.worldposta.com",,,
"prokuala.com",,"v=spf1 ip4:162.241.7.250 +a +mx +ip4:162.214.73.247 ~all",,
"prokuala.com",,,"cpanelemaildiscovery.cpanel.net",
"moughrabi.com","wp-secure-cloudmail01.worldposta.com",,,
"moughrabi.com","wp-secure-cloudmail02.worldposta.com",,,
"moughrabi.com","wp-secure-cloudmail03.worldposta.com",,,
"moughrabi.com","wp-secure-cloudmail04.worldposta.com",,,
"moughrabi.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"moughrabi.com",,,"autodiscover.worldposta.com",
"provenceschool.com","wp-secure-cloudmail02.worldposta.com",,,
"provenceschool.com","wp-secure-cloudmail03.worldposta.com",,,
"provenceschool.com","wp-secure-cloudmail04.worldposta.com",,,
"provenceschool.com","wp-secure-cloudmail01.worldposta.com",,,
"provenceschool.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"provenceschool.com",,,,"_autodiscover._tcp.provenceschool.com : DNS name does not exist"
"minlo.com","wp-secure-cloudmail01.worldposta.com",,,
"minlo.com","wp-secure-cloudmail02.worldposta.com",,,
"minlo.com","wp-secure-cloudmail03.worldposta.com",,,
"minlo.com","wp-secure-cloudmail04.worldposta.com",,,
"minlo.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"minlo.com",,"facebook-domain-verification=ikrxf1pfv0w0mltspwch68vzw15fgr",,
"minlo.com",,"google-site-verification=qZpPfZH9xoUWdlpDZpZPT6uVmqDty8p5V8DEiiOsD9s",,
"minlo.com",,"solid-cp-verification=QQrzcmt3zxSCvMSrVbWdOdO80ElhI7kNCNOFtnljjNYg7XSgmy",,
"minlo.com",,,"autodiscover.worldposta.com",
"tankwaters.com","wp-secure-cloudmail01.worldposta.com",,,
"tankwaters.com","wp-secure-cloudmail02.worldposta.com",,,
"tankwaters.com","wp-secure-cloudmail03.worldposta.com",,,
"tankwaters.com","wp-secure-cloudmail04.worldposta.com",,,
"tankwaters.com",,"v=spf1 a mx  include: 104.196.215.101 include:_spf.worldposta.com -all",,
"tankwaters.com",,"WorldPosta-verification=7fzBuTFAn30RTw1I1n6TxDRLkNVwv4IkmDj0Dm3wLsypk7Vpir",,
"tankwaters.com",,"facebook-domain-verification=tvdotpdn1efu9nrteoqiwo8tdscfta",,
"tankwaters.com",,"google-site-verification=MPlpBS_PP21b-IZhu_iU6K83s99ONRqt0rphH_kmJCA",,
"tankwaters.com",,,"autodiscover.worldposta.com",
"elarabipharma.com","wp-secure-cloudmail01.worldposta.com",,,
"elarabipharma.com","wp-secure-cloudmail02.worldposta.com",,,
"elarabipharma.com","wp-secure-cloudmail03.worldposta.com",,,
"elarabipharma.com","wp-secure-cloudmail04.worldposta.com",,,
"elarabipharma.com",,"v=spf1 ip4:178.63.14.203 ip4:77.79.239.194 +a +mx +include:_spf.worldposta.com -all",,
"elarabipharma.com",,,"autodiscover.worldposta.com",
"samritz.co.uk","wp-secure-cloudmail04.worldposta.com",,,
"samritz.co.uk","wp-secure-cloudmail02.worldposta.com",,,
"samritz.co.uk","wp-secure-cloudmail01.worldposta.com",,,
"samritz.co.uk","wp-secure-cloudmail03.worldposta.com",,,
"samritz.co.uk",,"v=spf1 +mx +a +include:_spf.worldposta.com ~all",,
"samritz.co.uk",,,"autodiscover.worldposta.com",
"epda-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"epda-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"epda-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"epda-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"epda-eg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"epda-eg.com",,,"autodiscover.worldposta.com",
"thefootpark.com","wp-secure-cloudmail01.worldposta.com",,,
"thefootpark.com","wp-secure-cloudmail02.worldposta.com",,,
"thefootpark.com","wp-secure-cloudmail03.worldposta.com",,,
"thefootpark.com","wp-secure-cloudmail04.worldposta.com",,,
"thefootpark.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"thefootpark.com",,,"autodiscover.worldposta.com",
"egyrobo.com","wp-secure-cloudmail02.worldposta.com",,,
"egyrobo.com","wp-secure-cloudmail04.worldposta.com",,,
"egyrobo.com","wp-secure-cloudmail01.worldposta.com",,,
"egyrobo.com","wp-secure-cloudmail03.worldposta.com",,,
"egyrobo.com",,"v=spf1 a mx include:websitewelcome.com ~all",,
"egyrobo.com",,"firebase=robotic-solutions",,
"egyrobo.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"egyrobo.com",,"globalsign-domain-verification=O-kD9ZSY4KNnz3WmCzFkOB42PQHXJ5626Dzev8nWHF",,
"egyrobo.com",,,"autodiscover.worldposta.com",
"tiba-group.com","wp-secure-cloudmail01.worldposta.com",,,
"tiba-group.com","wp-secure-cloudmail02.worldposta.com",,,
"tiba-group.com","wp-secure-cloudmail03.worldposta.com",,,
"tiba-group.com","wp-secure-cloudmail04.worldposta.com",,,
"tiba-group.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"tiba-group.com",,,"autodiscover.worldposta.com",
"mgtechnik.com","wp-secure-cloudmail01.worldposta.com",,,
"mgtechnik.com","wp-secure-cloudmail02.worldposta.com",,,
"mgtechnik.com","wp-secure-cloudmail03.worldposta.com",,,
"mgtechnik.com","wp-secure-cloudmail04.worldposta.com",,,
"mgtechnik.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"mgtechnik.com",,,"autodiscover.worldposta.com",
"sigma-g.com","wp-secure-cloudmail04.worldposta.com",,,
"sigma-g.com","wp-secure-cloudmail02.worldposta.com",,,
"sigma-g.com","wp-secure-cloudmail01.worldposta.com",,,
"sigma-g.com","wp-secure-cloudmail03.worldposta.com",,,
"sigma-g.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"sigma-g.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"sigma-g.com",,,"autodiscover.worldposta.com",
"etf.org.eg","etf-org-eg.mail.protection.outlook.com",,,
"etf.org.eg",,"v=spf1 include:spf.protection.outlook.com -all",,
"etf.org.eg",,"MS=ms49007474",,
"etf.org.eg",,,,"_autodiscover._tcp.etf.org.eg : DNS name does not exist"
"optaline.com","wp-secure-cloudmail02.worldposta.com",,,
"optaline.com","wp-secure-cloudmail01.worldposta.com",,,
"optaline.com","wp-secure-cloudmail04.worldposta.com",,,
"optaline.com","wp-secure-cloudmail03.worldposta.com",,,
"optaline.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"optaline.com",,,"autodiscover.worldposta.com",
"freddo-egypt.com","wp-secure-cloudmail03.worldposta.com",,,
"freddo-egypt.com","wp-secure-cloudmail01.worldposta.com",,,
"freddo-egypt.com","wp-secure-cloudmail04.worldposta.com",,,
"freddo-egypt.com","wp-secure-cloudmail02.worldposta.com",,,
"freddo-egypt.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"freddo-egypt.com",,,"autodiscover.worldposta.com",
"hygeiagroup.net","wp-secure-cloudmail01.worldposta.com",,,
"hygeiagroup.net","wp-secure-cloudmail04.worldposta.com",,,
"hygeiagroup.net","wp-secure-cloudmail02.worldposta.com",,,
"hygeiagroup.net","wp-secure-cloudmail03.worldposta.com",,,
"hygeiagroup.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"hygeiagroup.net",,,"autodiscover.worldposta.com",
"Livingin.com","wp-secure-cloudmail01.worldposta.com",,,
"Livingin.com","wp-secure-cloudmail02.worldposta.com",,,
"Livingin.com","wp-secure-cloudmail03.worldposta.com",,,
"Livingin.com","wp-secure-cloudmail04.worldposta.com",,,
"Livingin.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"Livingin.com",,"MS=2937905DCF169C9980DB90A8ED01A6AFCE98FCF6",,
"Livingin.com",,"solid-cp-verification=BADb8XiynAdFNW2X0Hh3IXQrWGERgbBKSy1kLbMwOzPUvHY9g3",,
"Livingin.com",,,"autodiscover.worldposta.com",
"imaegy.com","wp-secure-cloudmail02.worldposta.com",,,
"imaegy.com","wp-secure-cloudmail03.worldposta.com",,,
"imaegy.com","wp-secure-cloudmail04.worldposta.com",,,
"imaegy.com","wp-secure-cloudmail01.worldposta.com",,,
"imaegy.com",,"WorldPosta-verification=Dnic4M3lZs4hn6VSeElPALovxJaowROgvN5ug1wLeOT0Gar02X",,
"imaegy.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"imaegy.com",,,"autodiscover.worldposta.com",
"propertystreet.org","wp-secure-cloudmail04.worldposta.com",,,
"propertystreet.org","wp-secure-cloudmail01.worldposta.com",,,
"propertystreet.org","wp-secure-cloudmail02.worldposta.com",,,
"propertystreet.org","wp-secure-cloudmail03.worldposta.com",,,
"propertystreet.org",,"v=spf1 mx include:_spf.worldposta.com -all",,
"propertystreet.org",,,"autodiscover.worldposta.com",
"holytourseg.com",,,,"holytourseg.com : DNS name does not exist"
"holytraveleg.com","wp-secure-cloudmail01.worldposta.com",,,
"holytraveleg.com","wp-secure-cloudmail02.worldposta.com",,,
"holytraveleg.com","wp-secure-cloudmail03.worldposta.com",,,
"holytraveleg.com","wp-secure-cloudmail04.worldposta.com",,,
"holytraveleg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"holytraveleg.com",,,"autodiscover.worldposta.com",
"ethos.ag","mx156.hostedmxserver.com",,,
"ethos.ag",,"v=spf1 -all",,
"ethos.ag",,,"",
"ethos.ag",,,"",
"mortgage-souq.com",,,,"mortgage-souq.com : DNS name does not exist"
"citizenship-souq.com",,,,"citizenship-souq.com : DNS name does not exist"
"mgh.co.za","mail1.ritetech.co.za",,,
"mgh.co.za",,"v=spf1 ip4:41.185.64.69 include:relay.mailchannels.net include:_spf.worldposta.com +a +mx ~all",,
"mgh.co.za",,,"autodiscover.worldposta.com",
"buccaneershoes.com","mail1.ritetech.co.za",,,
"buccaneershoes.com","wp-secure-cloudmail04.worldposta.com",,,
"buccaneershoes.com","wp-secure-cloudmail02.worldposta.com",,,
"buccaneershoes.com","wp-secure-cloudmail03.worldposta.com",,,
"buccaneershoes.com","wp-secure-cloudmail01.worldposta.com",,,
"buccaneershoes.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"buccaneershoes.com",,,"autodiscover.worldposta.com",
"zoono-sa.co.za","mail1.ritetech.co.za",,,
"zoono-sa.co.za","zoonosa-co-za01c.mail.protection.outlook.com",,,
"zoono-sa.co.za",,"google-site-verification=PrOZyStklkx9tfTY8LB6N0b1ntCSlHJuG5NaJ7QD2JM",,
"zoono-sa.co.za",,"MS=ms36296269",,
"zoono-sa.co.za",,"V=spf1 include:spf.protection.outlook.com",,
"zoono-sa.co.za",,,"",
"zoono-sa.co.za",,,"",
"servicesolutions.co.za","wp-secure-cloudmail02.worldposta.com",,,
"servicesolutions.co.za","wp-secure-cloudmail03.worldposta.com",,,
"servicesolutions.co.za","wp-secure-cloudmail04.worldposta.com",,,
"servicesolutions.co.za","mail1.ritetech.co.za",,,
"servicesolutions.co.za","wp-secure-cloudmail01.worldposta.com",,,
"servicesolutions.co.za",,"v=spf1 mx include:_spf.worldposta.com -all",,
"servicesolutions.co.za",,,"mail1.ritetch.co.za",
"pst.ae","mx30.icewarp.me",,,
"pst.ae","pstae.onice.io",,,
"pst.ae",,"v=spf1 mx a include:in-iwc-spf.icewarpcloud.in include:spf.onice.io a:pstae.onice.io -all",,
"pst.ae",,,"autodiscover.worldposta.com",
"modacasa.com","wp-secure-cloudmail03.worldposta.com",,,
"modacasa.com","wp-secure-cloudmail04.worldposta.com",,,
"modacasa.com","wp-secure-cloudmail02.worldposta.com",,,
"modacasa.com","wp-secure-cloudmail01.worldposta.com",,,
"modacasa.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"modacasa.com",,,"autodiscover.worldposta.com",
"lutfidifc.com","wp-secure-cloudmail01.worldposta.com",,,
"lutfidifc.com","wp-secure-cloudmail03.worldposta.com",,,
"lutfidifc.com","wp-secure-cloudmail04.worldposta.com",,,
"lutfidifc.com","wp-secure-cloudmail02.worldposta.com",,,
"lutfidifc.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"lutfidifc.com",,,,"_autodiscover._tcp.lutfidifc.com : DNS name does not exist"
"deeinteriors.ae","alt3.aspmx.l.google.com",,,
"deeinteriors.ae","alt4.aspmx.l.google.com",,,
"deeinteriors.ae","aspmx.l.google.com",,,
"deeinteriors.ae","alt2.aspmx.l.google.com",,,
"deeinteriors.ae","alt1.aspmx.l.google.com",,,
"deeinteriors.ae",,"WorldPosta-verification=YbMzXyrqiHKXPvnLQMQU82k6IIeCWuOQpd9U3Oi6kz1GbXz00c",,
"deeinteriors.ae",,"v=spf1 include:_spf.google.com ~all",,
